student_id,question,correctAnswer_1,userAnswer_1,right_1,wrong_1,errors_1,correctAnswer_2,userAnswer_2,right_2,wrong_2,errors_2,automaticScore,totalScore,teacherScore
41518,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,,0,0,1,0,0,-1
111446,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,9,1,0,0,0,0,-1
66994,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,0,0,0,9,9,1,0,0,1,1,-1
21546,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57км 57-48=9км,0,0,0,9,9,1,0,0,1,1,-1
121617,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,48-47=1,0,0,0,9,1,0,1,1,0,0,-1
33068,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,9,1,0,0,1,1,-1
95169,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,48км 18+20+19=57,0,0,0,9,57,0,1,1,0,0,-1
130794,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1) 20 + 19 + 18 =57 ( км ) - 1 путь 2) 57 - 48 =9 ( км ) - разница,0,0,0,9,9,1,0,0,1,1,-1
83808,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,,0,0,1,0,0,-1
111268,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1)19+20+18=57 2)57-48=9,0,0,0,9,9,1,0,0,1,1,-1
68165,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1. 18+20+19=57(км) - 1 путь 2. 57-48=9(км),0,0,0,9,9,1,0,0,1,1,-1
18114,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,I 19+20+18=57 57−48=9,0,0,0,9,9,1,0,0,1,1,-1
106473,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1) 18+20+19=57 (км) расстояние от Пески до Хорлово 2) 57-48= 9 (км),0,0,0,9,9,1,0,0,1,1,-1
2216,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,(18+20+19)−48=9,0,0,0,9,9,1,0,0,1,1,-1
126349,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57 57−48=9,0,0,0,9,9,1,0,0,1,1,-1
78017,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,(19+20+18)−48=9,0,0,0,9,9,1,0,0,1,1,-1
148316,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20+18=57,0,0,0,9,57,0,1,1,0,0,-1
21213,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,(18+19+20)−48=9 (км),0,0,0,9,9,1,0,0,1,1,-1
58672,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,Егор,0,0,0,9,18,0,1,1,0,0,-1
115446,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,‌ 1) 19+20+18=57 ‌ 2)57−48=9,0,0,0,9,9,1,0,0,1,1,-1
98979,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57 57−48=9,0,0,0,9,9,1,0,0,1,1,-1
152341,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57 57−48=9,0,0,0,9,9,1,0,0,1,1,-1
138729,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57 57−48=9,0,0,0,9,9,1,0,0,1,1,-1
3123,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,57−48=9,0,0,0,9,9,1,0,0,1,1,-1
22907,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,(19+20+18)−48=9(км),0,0,0,9,9,1,0,0,1,1,-1
145030,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20+18=57 57-48=9,0,0,0,9,9,1,0,0,1,1,-1
19456,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,9,1,0,0,1,1,-1
113235,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20+18=57 57−48=9,0,0,0,9,9,1,0,0,1,1,-1
71952,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1)18+20+19=57 2)57-48=9,0,0,0,9,9,1,0,0,1,1,-1
108843,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20+18=57 57−48=9km,0,0,0,9,9,1,0,0,1,1,-1
86330,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,14,0,1,1,0,0,-1
38353,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1) 19+20+18=57 2) 57-48=9,0,0,0,9,9,1,0,0,1,1,1
138878,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,9,1,0,0,0,0,-1
84377,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,40−20=28(км),0,0,0,9,28,0,1,1,0,0,-1
50213,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,57−48=9,0,0,0,9,9,1,0,0,1,1,-1
50030,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1. 19+20+18=57 км 2. 57-48=9 км Ответ: на 9 км короче,0,0,0,9,9,1,0,0,1,1,-1
64941,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20+18=57 57-48=9,0,0,0,9,9,1,0,0,1,1,-1
24440,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20+18=57 57-48=9,0,0,0,9,9,1,0,0,1,1,1
40152,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1)19+20+18=57 (км) - путь из Егорьевска до Коломны через Хорлово и Пески 48 (км) - путь из Егорьевска ло Коломны напрямую 2) 57-48=9 (км),0,0,0,9,9,1,0,0,1,1,-1
45078,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57(км)-путь 1 57-48=9 (км)-на 9км 2 путь короче 1 Ответ: на 9 км,0,0,0,9,9,1,0,0,1,1,-1
96477,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20+18=57 57-48=9,0,0,0,9,9,1,0,0,1,1,-1
72640,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19= 57 57-48=9,0,0,0,9,9,1,0,0,1,1,-1
31863,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1-0,0,0,0,9,6,0,1,1,0,0,-1
16006,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,"Рассчитаем оба пути; 1) 48к 2)19+20+18=57(км) получается,что1−й путь короче второго пути;57−48=9км",0,0,0,9,9,1,0,0,1,2,2
44927,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,9,1,0,0,1,1,-1
1165,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,9,1,0,0,1,1,-1
85658,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,(18+20+19)-48=9,0,0,0,9,9,1,0,0,1,1,-1
48160,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1.18+20+19=57 КМ - 1 ПУТЬ 2.57-48=9 КМ - 1 ПУТЬ БОЛЬШЕ,0,0,0,9,9,1,0,0,1,1,-1
67170,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1)19+20+18=57 2)57−48=9,0,0,0,9,9,1,0,0,1,1,-1
105431,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20+18=57км 57-48=9км,0,0,0,9,9,1,0,0,1,1,-1
36480,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1)20+19+18=47 2)48−47=1,0,0,0,9,1,0,1,1,0,0,-1
122888,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57 57-48=9,0,0,0,9,9,1,0,0,1,1,-1
15352,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,19+20=39(км),0,0,0,9,39,0,1,1,0,0,-1
190911,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,1)19+20+18=57 2)57-48=9,0,0,0,9,9,1,0,0,1,1,-1
87959,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,,,,,9,9,1,0,0,0,0,-1
123753,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57 57-48=9,0,0,0,9,9,1,0,0,1,1,-1
39276,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,18+20+19=57 57-48=9,0,0,0,9,9,1,0,0,1,1,-1
104734,Из Егорьевска в Коломну можно проехать двумя способами. Рассмотри рисунок и ответь на вопрос: на сколько километров один путь короче другого? Запиши решение и ответ.,1) 19 + 20 + 18 = 57 км – длина первого пути2) 48 км – длина второго пути3) 57 – 48 = 9 км на столько первый путь длиннее второго,(18+20+19)-48= 9,0,0,0,9,9,1,0,0,1,1,-1
